"问题分类","Task","数量","问题名称","问题描述","UID","版本","系统","日期","进度","图片链接1","图片链接2","图片链接3","app_name","app_language","device"
"Bug个人页 Profile","","1","不能取消关注 can't unfollow","[""I want to unfollow one of my following friend but I coudn' t.....Getting error....why it happening?????I don't wanna follow him any more.""]","5910973797438202	","7.4.7","6.0.1","2019/07/25 04:25:30","BUG","https://improxy.starmakerstudios.com/tools/im/0/production/promotion/other/e8512ace867d7606146f4cc6cc62889e.jpg","","","sm","en","SM-J700F"
"Bug系统问题System problem","","1","崩溃闪退无响应 Crash, flashback and no response","[""Starmaker is unable to solve this problem.two months is not a short period.within two months starmaker saying we are working on it.plz close my account or solve this problem.""]","3639836604	","7.4.7","9","2019/07/25 07:04:24","BUG","https://improxy.starmakerstudios.com/tools/im/0/production/promotion/other/a852eb0530585c02bdfd747a6b5b55a8.jpg","https://improxy.starmakerstudios.com/tools/im/0/production/promotion/other/bcfde19620f10d4e70d063f46f6dab8a.jpg","","sm","en","Nokia 2.1"
