"问题分类","Task","数量","问题名称","问题描述","UID","版本","系统","日期","进度","图片链接1","图片链接2","图片链接3","app_name","app_language","device"
"Bug其他 Other bug","","1","错误码-10","[""please help me to explain to me. what happend with my id""]","3638157720	","7.4.8","6","2019/07/30 00:34:58","BUG","https://improxy.starmakerstudios.com/tools/im/0/production/promotion/other/d907819419cb5829b76af51c93180f12.jpg","https://improxy.starmakerstudios.com/tools/im/0/production/promotion/other/53a7bea1b248cbbe27a3339752c4ee5e.jpg","","tvp","in","Redmi Note 4"
"Bug系统问题System problem","","1","崩溃闪退无响应 Crash, flashback and no response","[""When my song share that time close""]","3634491833	","7.4.8","6.0.1","2019/07/30 17:28:35","BUG","https://improxy.starmakerstudios.com/tools/im/0/production/promotion/other/a7a392e3a435681a1159cc54cf366dea.jpg","","","sm","en","SM-J700F"
