"问题分类","Task","数量","问题名称","问题描述","UID","版本","系统","日期","进度","图片链接1","图片链接2","图片链接3","app_name","app_language","device"
"Bug其他 Other bug","","1","充值错误码7-/8-","[""I keep on getting error codes when I go to recharge. I cannot recharge $100 amount. Plz help. Thanks \ud83d\ude4f\ud83d\ude4f\ud83d\ude4f\ud83d\ude4f""]","6473924130083509	","7.5.6","9","2019/11/17 02:51:31","BUG","https://improxy.starmakerstudios.com/tools/im/0/production/promotion/other/d449abdf789bf00d908e5ae1de4addb7.jpg","https://improxy.starmakerstudios.com/tools/im/0/production/promotion/other/882651f833cf85d8baa1739a23b54590.jpg","","sm","en","SM-G975U1"
"Bug直播 Live","","1","直播黑屏 Live black screen","[""I am not able to make a video song and neither my front live camera is running, I have been complaining to you for the last 1 month, why are you not solving the problem,\ud83d\ude20\ud83d\ude20\ud83d\ude20 you are messaging you every day as soon as possible Solve..This issue is not resolved even when updating the star maker""]","4785074600503768	","7.5.6","9","2019/11/18 07:00:15","BUG","https://improxy.starmakerstudios.com/tools/im/0/production/promotion/other/ce06519a403e5efe94aabe52b4f29413.jpg","https://improxy.starmakerstudios.com/tools/im/0/production/promotion/other/af8aab24f6d37f9f5806840f45370cdf.jpg","https://improxy.starmakerstudios.com/tools/im/0/production/promotion/other/5a67dc6832c33dea21bce573cde98e1d.jpg","sm","en","vivo 1819"
