"问题分类","Task","数量","问题名称","问题描述","UID","版本","系统","日期","进度","图片链接1","图片链接2","图片链接3","app_name","app_language","device"
"Bug消息 Message problem","","1","消息页面没有回复框","[""Message issue. .don't box to reply. .It's for the 3rd time I am I messaged you to tell me exact solution. ""]","7036874419190631	","7.4.7","9","2019/07/16 10:38:32","BUG","https://improxy.starmakerstudios.com/tools/im/0/production/promotion/other/4cfd247f84e047f360a17f18f2aa5626.jpg","","","sm","en","Nokia 5.1 Plus"
"Bug直播 Live","","1","直播错误码103302","[""Cannot wtch lives. This error is coming ""]","844424931824741	","7.4.7","9","2019/07/16 11:04:16","BUG","https://improxy.starmakerstudios.com/tools/im/0/production/promotion/other/63ae604c95eb20add30d9e08dc9d956e.jpg","","","sm","en","LLD-AL10"
