"问题分类","Task","数量","问题名称","问题描述","UID","版本","系统","日期","进度","图片链接1","图片链接2","图片链接3","app_name","app_language","device"
"Bug消息 Message problem","","1","message频道总消息未读数和页面显示未读数不一致","[""Hi thanks for reply but let me know you that neither I clear my storage nor I uninstalled SM"",""also didn't clear the catch. Still It shows Friend"",""Recommendation in place of Massages so pl.do needful action."",""""]","7881299348246175	","7.5.0","9","2019/08/29 11:01:26","BUG","https://improxy.starmakerstudios.com/tools/im/0/production/promotion/other/be53a13c57fcf958de8cb906ae4e08ce.jpg","","","sm","en","SM-J810GF"
"Bug消息 Message problem","","1","message频道总消息未读数和页面显示未读数不一致","[""Dear Sir, "",""I have sent several messages for last one week. But, there is no action till date. "",""I again send you the screenshot which shows that despite having several messages in the inbox, the inbox has been hacked by the follow recomendations and I am unable to open the links sent by my friends. "",""I again request you to solve the problem. "",""Regards, "",""Govind Krishna""]","6473924135119940	","7.4.9","9","2019/08/29 15:14:00","BUG","https://improxy.starmakerstudios.com/tools/im/0/production/promotion/other/0d55b1745b2d5d3cec39a0ff186d0bc8.jpg","","","sm","en","Redmi Note 5 Pro"
