"问题分类","Task","数量","问题名称","问题描述","UID","版本","系统","日期","进度","图片链接1","图片链接2","图片链接3","app_name","app_language","device"
"Bug KTV","","1","不能进入my room页面提示错误","[""Hello TEAM SM"",""I AM GERTING AN ISSUE SINCE YESTERDAY THAT I AM NOT ABLE TO LISTEN ANY SONG IN PARTY ROOM ...AALS WELL AS NOT ABLE TO QUEUE.."",""I AM IN UAE AND I M USING SAMSUNG HANDSET AT PRESENT."",""REST RECORDING TO POSTING COVERS, LIVE  AND MULTIMODE IS ALL FINE.CAN SEND MESSAGES AS WELL"",""..."",""ALL MY NETWORK IS FINE, INTERNET SPEED IS FINE.PLEASE TRY TO RESOLVE MY ISSUE ASAP."",""SS I AM SENDING REGARDING THE ERROR I AM GETTING WHEN I TRY TO QUEUE. PLEASE LOOK INTO THIS ISSUE."",""THANKS."",""""]","6755399379450929	","7.4.9","9","2019/08/16 19:01:30","BUG","https://improxy.starmakerstudios.com/tools/im/0/production/promotion/other/165214a06f485201f781161d5e700689.jpg","","","sm","en","SM-A920F"
"Bug其他 Other bug","","1","Bug其他 Other bug","[""Mohon bentuannya...Kenapa Level Live di akun saya bisa hilang...padahal saya sudah menyelesaikan semua tugas awal live....pada saat saya live saya tidak bisa mendapatkan exp untuk menaikkan level live....Level live saya adalah level 1......tapi kenapa level live di akun saya bisa hilang......mohon bantuannya ""]","6755399446804798	","7.4.8","5.1.1","2019/08/18 23:58:01","BUG","https://improxy.starmakerstudios.com/tools/im/0/production/promotion/other/ecab55617ed781eaa3732e125bf76926.jpg","https://improxy.starmakerstudios.com/tools/im/0/production/promotion/other/3b92e98b26d1bab491fe78eba1663224.jpg","https://improxy.starmakerstudios.com/tools/im/0/production/promotion/other/e96dccf23cf48d604d2ac647a889c057.jpg","tvp","in","Redmi 3"
