"问题分类","Task","数量","问题名称","问题描述","UID","版本","系统","日期","进度","图片链接1","图片链接2","图片链接3","app_name","app_language","device"
"Bug其他 Other bug","","1","错误码-10","[""When opening family group chat group info nothing opens. Screenshot attached. Please help.""]","6192448700811318	","7.5.2","7.1.1","2019/09/25 08:18:19","BUG","https://improxy.starmakerstudios.com/tools/im/0/production/promotion/other/2359abca9ebe0655b9a387538b763640.jpg","","","sm","en","CPH1801"
"Bug系统问题System problem","","1","崩溃闪退无响应 Crash, flashback and no response","[""Can't open app on my phone....please help fast......Samsung phone""]","6755399445727250	","7.5.2","9","2019/09/25 08:43:06","BUG","https://improxy.starmakerstudios.com/tools/im/0/production/promotion/other/cbee10d62d80469a356c2c93893df3c6.jpg","","","sm","en","RMX1805"
